NRO;ID_ESTABLECIMIENTO;NOMBRE_OFICIAL;COORDENADAS_X;COORDENADAS_Y;RED_DE_ATENCION;INSTITUCION;NIVEL_DE_ATENCION;TIPOLOGIA;CODIGO_PROVINCIA;PROVINCIA;CODIGO_CANTON;CANTON;CODIGO_PARROQUIA;PARROQUIA;HORARIO_DE_ATENCION;AÑO;MES;ATENCIONES_CONSULTA_EXTERNA ;ATENCIONES_EMERGENCIA;EGRESOS_HOSPITALARIO;ATENCIONES_DE_AMBULANCIA;CIRUGIAS;CAMAS_CENSABLES_DOTACION;PROMEDIO_DE_CAMAS_DE_DISP;INDICE_DE_OCUPACION_DE_CAMAS;GIRO_DE_CAMA;% _ABASTECIMIENTO >1MES_GENERAL_MEDIC;%_ABASTECIMIENTO >1MES_ESENCIALES_MEDIC;%_ABASTECIMIENTO >1MES_VITALES_MEDIC;%_ABASTECIMIENTO >1MES_GENERAL_(DISPOSITIVOS_MEDICOS);EJECUCION_PRESUPUESTARIA_PRESUPUESTO_EJECUTADO;EJECUCIÓN PRESUPUESTARIA - PRESUPUESTO ASIGNADO;%_EJECUCION_PRESUPUESTARIA_RESULTADO ((Presupuesto ejecutado / Presupuesto asignado) × 100);INDICE_DE_AUSENTISMO_PACIENTE;NUMERO_DE_PROFESIONALES_ACTUALES_OPERATIVO;NUMERO_DE_PROFESIONALES_ACTUALES_ADMINISTRATIVO;NUMERO_DE_PROFESIONALES_ACTUALES_ESPECIALIDAD;%_INDICE_DE_SATISFACCION_DEL_PACIENTE
1877;5117700000;CENTRO DE SALUD B - TABACUNDO;-78,213457;0,046352;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;17;PICHINCHA;1704;PEDRO MONCAYO;170450;TABACUNDO;08:00 - 19:00;2024;Marzo;3598;;;30;;;;;;66%;;;85%;1555827;8,11208E+15;19,18%;16%;19;10;;73,41%
1878;5117700000;CENTRO DE SALUD B - TABACUNDO;-78,213457;0,046352;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;17;PICHINCHA;1704;PEDRO MONCAYO;170450;TABACUNDO;08:00 - 19:00;2024;Abril;3647;;;50;;;;;;60%;;;82%;21064667;8,11208E+15;25,97%;17%;18;10;;73,41%
1879;5117700000;CENTRO DE SALUD B - TABACUNDO;-78,213457;0,046352;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;17;PICHINCHA;1704;PEDRO MONCAYO;170450;TABACUNDO;08:00 - 19:00;2024;Mayo;3398;;;30;;;;;;68%;;;81%;27236915;8,11208E+15;33,58%;16%;19;10;;73,41%
1880;5117700000;CENTRO DE SALUD B - TABACUNDO;-78,213457;0,046352;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;17;PICHINCHA;1704;PEDRO MONCAYO;170450;TABACUNDO;08:00 - 19:00;2024;Junio;3631;;;38;;;;;;68%;;;83%;3,33448E+15;8,11208E+15;41,11%;17%;19;10;;73,41%
1881;5117700000;CENTRO DE SALUD B - TABACUNDO;-78,213457;0,046352;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;17;PICHINCHA;1704;PEDRO MONCAYO;170450;TABACUNDO;08:00 - 19:00;2024;Julio;3980;;;60;;;;;;68%;;;88%;4,01326E+15;8,11208E+15;49,47%;16%;19;10;;73,41%
1882;5117700000;CENTRO DE SALUD B - TABACUNDO;-78,213457;0,046352;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;17;PICHINCHA;1704;PEDRO MONCAYO;170450;TABACUNDO;08:00 - 19:00;2024;Agosto;3673;;;42;;;;;;63%;;;88%;4,77031E+16;8,11208E+15;58,81%;19%;19;10;;73,41%
1883;5117700000;CENTRO DE SALUD B - TABACUNDO;-78,213457;0,046352;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;17;PICHINCHA;1704;PEDRO MONCAYO;170450;TABACUNDO;08:00 - 19:00;2024;Septiembre;3585;;;50;;;;;;75%;;;89%;54038092;81120791;66,61%;19%;18;11;;73,41%
1884;5117700000;CENTRO DE SALUD B - TABACUNDO;-78,213457;0,046352;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;17;PICHINCHA;1704;PEDRO MONCAYO;170450;TABACUNDO;08:00 - 19:00;2024;Octubre;4027;;;30;;;;;;74%;;;89%;61451822;83395991;73,69%;18%;18;11;;73,41%
1885;5117700000;CENTRO DE SALUD B - TABACUNDO;-78,213457;0,046352;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;17;PICHINCHA;1704;PEDRO MONCAYO;170450;TABACUNDO;08:00 - 19:00;2024;Noviembre;2382;;;18;;;;;;71%;;;88%;6,63253E+15;80790691;82,10%;20%;18;11;;73,41%
1886;5117700000;CENTRO DE SALUD B - TABACUNDO;-78,213457;0,046352;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;17;PICHINCHA;1704;PEDRO MONCAYO;170450;TABACUNDO;08:00 - 19:00;2024;Diciembre;2502;;;24;;;;;;81%;;;91%;78748623;8,07907E+15;97,47%;22%;18;11;;73,41%
1887;5118300000;CENTRO DE ESPECIALIDADES - LA ECUATORIANA;-78,562731;-0,309087;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170118;LA ECUATORIANA;06:00 - 19:00;2024;Enero;3360;;;;;;;;;80%;;;71%;6840142;1,30132E+16;5,26%;8%;25;16;;73,41%
1888;5118300000;CENTRO DE ESPECIALIDADES - LA ECUATORIANA;-78,562731;-0,309087;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170118;LA ECUATORIANA;06:00 - 19:00;2024;Febrero;3010;;;;;;;;;80%;;;68%;14767331;130131932;11,35%;8%;25;16;;73,41%
1889;5118300000;CENTRO DE ESPECIALIDADES - LA ECUATORIANA;-78,562731;-0,309087;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170118;LA ECUATORIANA;06:00 - 19:00;2024;Marzo;3231;;;;;;;;;75%;;;68%;2,21781E+16;130182632;17,04%;9%;25;16;;73,41%
1890;5118300000;CENTRO DE ESPECIALIDADES - LA ECUATORIANA;-78,562731;-0,309087;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170118;LA ECUATORIANA;06:00 - 19:00;2024;Abril;3238;;;;;;;;;80%;;;73%;2,94244E+15;1,30183E+16;22,60%;22%;24;16;;73,41%
1891;5118300000;CENTRO DE ESPECIALIDADES - LA ECUATORIANA;-78,562731;-0,309087;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170118;LA ECUATORIANA;06:00 - 19:00;2024;Mayo;3641;;;;;;;;;80%;;;78%;3,75711E+16;1,30183E+16;28,86%;11%;24;16;;73,41%
1892;5118300000;CENTRO DE ESPECIALIDADES - LA ECUATORIANA;-78,562731;-0,309087;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170118;LA ECUATORIANA;06:00 - 19:00;2024;Junio;3192;;;;;;;;;79%;;;77%;4,61005E+16;1,30183E+16;35,41%;15%;24;16;;73,41%
1893;5118300000;CENTRO DE ESPECIALIDADES - LA ECUATORIANA;-78,562731;-0,309087;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170118;LA ECUATORIANA;06:00 - 19:00;2024;Julio;4114;;;;;;;;;80%;;;78%;5,57704E+15;130182632;42,84%;13%;24;16;;73,41%
1894;5118300000;CENTRO DE ESPECIALIDADES - LA ECUATORIANA;-78,562731;-0,309087;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170118;LA ECUATORIANA;06:00 - 19:00;2024;Agosto;3798;;;;;;;;;77%;;;79%;6,50868E+15;130182632;50,00%;10%;24;16;;73,41%
1895;5118300000;CENTRO DE ESPECIALIDADES - LA ECUATORIANA;-78,562731;-0,309087;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170118;LA ECUATORIANA;06:00 - 19:00;2024;Septiembre;3280;;;34;;;;;;77%;;;80%;7,3354E+15;130182632;56,35%;15%;24;16;;73,41%
1896;5118300000;CENTRO DE ESPECIALIDADES - LA ECUATORIANA;-78,562731;-0,309087;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170118;LA ECUATORIANA;06:00 - 19:00;2024;Octubre;3525;;;57;;;;;;75%;;;81%;8,96972E+15;130182632;68,90%;30%;23;16;;73,41%
1897;5118300000;CENTRO DE ESPECIALIDADES - LA ECUATORIANA;-78,562731;-0,309087;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170118;LA ECUATORIANA;06:00 - 19:00;2024;Noviembre;2421;;;24;;;;;;75%;;;82%;9,73847E+15;130182632;74,81%;33%;23;16;;73,41%
1898;5118300000;CENTRO DE ESPECIALIDADES - LA ECUATORIANA;-78,562731;-0,309087;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170118;LA ECUATORIANA;06:00 - 19:00;2024;Diciembre;2951;;;26;;;;;;79%;;;86%;1,1314E+16;130182632;86,91%;25%;23;16;;73,41%
1899;5118800000;CENTRO DE SALUD A - MACHACHI;-78,568657;-0,513162;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;17;PICHINCHA;1703;MEJIA;170350;MACHACHI;06:00 - 22:00;2024;Enero;4513;;;48;;;;;;80%;;;87%;6,87967E+15;138951099;4,95%;18%;27;13;;73,41%
1900;5118800000;CENTRO DE SALUD A - MACHACHI;-78,568657;-0,513162;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;17;PICHINCHA;1703;MEJIA;170350;MACHACHI;06:00 - 22:00;2024;Febrero;3041;;;27;;;;;;71%;;;85%;14572698;1,38951E+16;10,49%;19%;27;12;;73,41%
1901;5118800000;CENTRO DE SALUD A - MACHACHI;-78,568657;-0,513162;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;17;PICHINCHA;1703;MEJIA;170350;MACHACHI;06:00 - 22:00;2024;Marzo;3569;;;19;;;;;;74%;;;83%;22284843;1,39069E+16;16,02%;19%;28;13;;73,41%
1902;5118800000;CENTRO DE SALUD A - MACHACHI;-78,568657;-0,513162;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;17;PICHINCHA;1703;MEJIA;170350;MACHACHI;06:00 - 22:00;2024;Abril;4348;;;38;;;;;;83%;;;86%;33118192;1,39069E+16;23,81%;19%;27;14;;73,41%
1903;5118800000;CENTRO DE SALUD A - MACHACHI;-78,568657;-0,513162;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;17;PICHINCHA;1703;MEJIA;170350;MACHACHI;06:00 - 22:00;2024;Mayo;3904;;;5;;;;;;83%;;;86%;4,16158E+16;1,39069E+16;29,92%;21%;27;15;;73,41%
1904;5118800000;CENTRO DE SALUD A - MACHACHI;-78,568657;-0,513162;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;17;PICHINCHA;1703;MEJIA;170350;MACHACHI;06:00 - 22:00;2024;Junio;4037;;;23;;;;;;83%;;;84%;52432282;139069399;37,70%;18%;27;14;;73,41%
1905;5118800000;CENTRO DE SALUD A - MACHACHI;-78,568657;-0,513162;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;17;PICHINCHA;1703;MEJIA;170350;MACHACHI;06:00 - 22:00;2024;Julio;4159;;;27;;;;;;85%;;;83%;61777477;139069399;44,42%;18%;26;14;;73,41%
1906;5118800000;CENTRO DE SALUD A - MACHACHI;-78,568657;-0,513162;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;17;PICHINCHA;1703;MEJIA;170350;MACHACHI;06:00 - 22:00;2024;Agosto;3419;;;70;;;;;;87%;;;85%;7,43033E+15;139069399;53,43%;17%;27;14;;73,41%
1907;5118800000;CENTRO DE SALUD A - MACHACHI;-78,568657;-0,513162;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;17;PICHINCHA;1703;MEJIA;170350;MACHACHI;06:00 - 22:00;2024;Septiembre;3467;;;73;;;;;;92%;;;96%;85127184;139069399;61,21%;21%;25;17;;73,41%
1908;5118800000;CENTRO DE SALUD A - MACHACHI;-78,568657;-0,513162;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;17;PICHINCHA;1703;MEJIA;170350;MACHACHI;06:00 - 22:00;2024;Octubre;4418;;;55;;;;;;94%;;;98%;9,35446E+15;139069399;67,26%;20%;26;17;;73,41%
1909;5118800000;CENTRO DE SALUD A - MACHACHI;-78,568657;-0,513162;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;17;PICHINCHA;1703;MEJIA;170350;MACHACHI;06:00 - 22:00;2024;Noviembre;4047;;;28;;;;;;94%;;;95%;1,04009E+16;1,39069E+16;74,79%;17%;26;17;;73,41%
1910;5118800000;CENTRO DE SALUD A - MACHACHI;-78,568657;-0,513162;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;17;PICHINCHA;1703;MEJIA;170350;MACHACHI;06:00 - 22:00;2024;Diciembre;4073;;;24;;;;;;95%;;;95%;1,33245E+16;1,39069E+16;95,81%;19%;26;17;;73,41%
1911;5147800000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL TENA;-77,809849;-1,011438;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);15;NAPO;1501;TENA;150150;TENA;06:00 - 22:00;2024;Enero;4659;3435;;6;60;;;;;74%;;;91%;15164487;3,3989E+16;4,46%;25%;76;19;;73,41%
1912;5147800000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL TENA;-77,809849;-1,011438;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);15;NAPO;1501;TENA;150150;TENA;06:00 - 22:00;2024;Febrero;4026;3145;;8;63;;;;;69%;;;89%;33109324;339889635;9,74%;22%;76;19;;73,41%
1913;5147800000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL TENA;-77,809849;-1,011438;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);15;NAPO;1501;TENA;150150;TENA;06:00 - 22:00;2024;Marzo;4066;3602;;4;68;;;;;59%;;;86%;76382764;339957235;22,47%;23%;75;19;;73,41%
1914;5147800000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL TENA;-77,809849;-1,011438;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);15;NAPO;1501;TENA;150150;TENA;06:00 - 22:00;2024;Abril;4479;3759;;17;30;;;;;64%;;;89%;9636681;3,39957E+16;28,35%;24%;76;19;;73,41%
1915;5147800000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL TENA;-77,809849;-1,011438;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);15;NAPO;1501;TENA;150150;TENA;06:00 - 22:00;2024;Mayo;4726;4108;;12;39;;;;;72%;;;90%;132898223;339957235;39,09%;24%;77;19;;73,41%
1916;5147800000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL TENA;-77,809849;-1,011438;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);15;NAPO;1501;TENA;150150;TENA;06:00 - 22:00;2024;Junio;3979;3655;;5;72;;;;;69%;;;90%;1,53071E+16;339957235;45,03%;25%;77;19;;73,41%
1917;5147800000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL TENA;-77,809849;-1,011438;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);15;NAPO;1501;TENA;150150;TENA;06:00 - 22:00;2024;Julio;4317;3528;;13;74;;;;;64%;;;89%;176950237;325900683;54,30%;23%;77;19;;73,41%
1918;5147800000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL TENA;-77,809849;-1,011438;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);15;NAPO;1501;TENA;150150;TENA;06:00 - 22:00;2024;Agosto;3946;3194;;4;66;;;;;60%;;;89%;202458415;325900683;62,12%;21%;72;19;;73,41%
1919;5147800000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL TENA;-77,809849;-1,011438;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);15;NAPO;1501;TENA;150150;TENA;06:00 - 22:00;2024;Septiembre;4054;3756;;2;74;;;;;57%;;;91%;2,19287E+16;325900683;67,29%;23%;69;22;;73,41%
1920;5147800000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL TENA;-77,809849;-1,011438;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);15;NAPO;1501;TENA;150150;TENA;06:00 - 22:00;2024;Octubre;4686;4214;;28;90;;;;;61%;;;85%;2,40457E+16;343100683;70,08%;24%;70;22;;73,41%
1921;5147800000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL TENA;-77,809849;-1,011438;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);15;NAPO;1501;TENA;150150;TENA;06:00 - 22:00;2024;Noviembre;3084;3959;;24;58;;;;;56%;;;90%;264997679;337790683;78,45%;26%;70;22;;73,41%
1922;5147800000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL TENA;-77,809849;-1,011438;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);15;NAPO;1501;TENA;150150;TENA;06:00 - 22:00;2024;Diciembre;3717;3548;;3;30;;;;;79%;;;95%;313411283;3,37791E+16;92,78%;26%;71;22;;73,41%
1923;5184400000;CENTRO DE SALUD B - ATUNTAQUI;-78,216520;0,328405;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;10;IMBABURA;1002;ANTONIO ANTE;100250;ATUNTAQUI;07:30 - 17:00;2024;Enero;2098;;;34;;;;;;88%;;;89%;3870197;81400197;4,75%;13%;17;8;;73,41%
1924;5184400000;CENTRO DE SALUD B - ATUNTAQUI;-78,216520;0,328405;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;10;IMBABURA;1002;ANTONIO ANTE;100250;ATUNTAQUI;07:30 - 17:00;2024;Febrero;1619;;;17;;;;;;89%;;;85%;8712855;8,14002E+15;10,70%;10%;17;8;;73,41%
1925;5184400000;CENTRO DE SALUD B - ATUNTAQUI;-78,216520;0,328405;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;10;IMBABURA;1002;ANTONIO ANTE;100250;ATUNTAQUI;07:30 - 17:00;2024;Marzo;1924;;;15;;;;;;86%;;;84%;12919407;8,14678E+15;15,86%;15%;17;8;;73,41%
1926;5184400000;CENTRO DE SALUD B - ATUNTAQUI;-78,216520;0,328405;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;10;IMBABURA;1002;ANTONIO ANTE;100250;ATUNTAQUI;07:30 - 17:00;2024;Abril;1907;;;24;;;;;;89%;;;86%;19791421;8,14678E+15;24,29%;14%;17;8;;73,41%
1927;5184400000;CENTRO DE SALUD B - ATUNTAQUI;-78,216520;0,328405;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;10;IMBABURA;1002;ANTONIO ANTE;100250;ATUNTAQUI;07:30 - 17:00;2024;Mayo;2042;;;16;;;;;;93%;;;91%;24915182;8,14678E+15;30,58%;13%;17;8;;73,41%
1928;5184400000;CENTRO DE SALUD B - ATUNTAQUI;-78,216520;0,328405;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;10;IMBABURA;1002;ANTONIO ANTE;100250;ATUNTAQUI;07:30 - 17:00;2024;Junio;1638;;;27;;;;;;91%;;;87%;2,95998E+15;8,14678E+15;36,33%;12%;17;8;;73,41%
1929;5184400000;CENTRO DE SALUD B - ATUNTAQUI;-78,216520;0,328405;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;10;IMBABURA;1002;ANTONIO ANTE;100250;ATUNTAQUI;07:30 - 17:00;2024;Julio;1671;;;23;;;;;;90%;;;87%;3,44646E+16;89513105;38,50%;12%;17;8;;73,41%
1930;5184400000;CENTRO DE SALUD B - ATUNTAQUI;-78,216520;0,328405;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;10;IMBABURA;1002;ANTONIO ANTE;100250;ATUNTAQUI;07:30 - 17:00;2024;Agosto;1630;;;20;;;;;;87%;;;84%;4,03611E+16;89513105;45,09%;11%;17;8;;73,41%
1931;5184400000;CENTRO DE SALUD B - ATUNTAQUI;-78,216520;0,328405;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;10;IMBABURA;1002;ANTONIO ANTE;100250;ATUNTAQUI;07:30 - 17:00;2024;Septiembre;1793;;;24;;;;;;85%;;;88%;4,47987E+15;89513105;50,05%;12%;17;8;;73,41%
1932;5184400000;CENTRO DE SALUD B - ATUNTAQUI;-78,216520;0,328405;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;10;IMBABURA;1002;ANTONIO ANTE;100250;ATUNTAQUI;07:30 - 17:00;2024;Octubre;1955;;;18;;;;;;81%;;;90%;4,99539E+15;89513105;55,81%;21%;17;8;;73,41%
1933;5184400000;CENTRO DE SALUD B - ATUNTAQUI;-78,216520;0,328405;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;10;IMBABURA;1002;ANTONIO ANTE;100250;ATUNTAQUI;07:30 - 17:00;2024;Noviembre;1121;;;17;;;;;;82%;;;91%;5,74312E+15;89513105;64,16%;17%;17;8;;73,41%
1934;5184400000;CENTRO DE SALUD B - ATUNTAQUI;-78,216520;0,328405;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;10;IMBABURA;1002;ANTONIO ANTE;100250;ATUNTAQUI;07:30 - 17:00;2024;Diciembre;1769;;;24;;;;;;85%;;;92%;6,65277E+15;8,95131E+15;74,32%;16%;17;8;;73,41%
1935;5185300000;CENTRO DE SALUD A - EL COCA;-76,981097;-0,46685;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;22;ORELLANA;2201;ORELLANA;220150;PUERTO FRANCISCO DE ORELLANA (EL COCA);07:00 - 17:00;2024;Enero;1085;;;22;;;;;;82%;;;89%;3801189;98098298;3,87%;17%;16;6;;73,41%
1936;5185300000;CENTRO DE SALUD A - EL COCA;-76,981097;-0,46685;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;22;ORELLANA;2201;ORELLANA;220150;PUERTO FRANCISCO DE ORELLANA (EL COCA);07:00 - 17:00;2024;Febrero;617;;;37;;;;;;81%;;;85%;8147881;98098298;8,31%;24%;16;6;;73,41%
1937;5185300000;CENTRO DE SALUD A - EL COCA;-76,981097;-0,46685;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;22;ORELLANA;2201;ORELLANA;220150;PUERTO FRANCISCO DE ORELLANA (EL COCA);07:00 - 17:00;2024;Marzo;1491;;;42;;;;;;72%;;;81%;1,23007E+16;9,81659E+15;12,53%;15%;17;6;;73,41%
1938;5185300000;CENTRO DE SALUD A - EL COCA;-76,981097;-0,46685;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;22;ORELLANA;2201;ORELLANA;220150;PUERTO FRANCISCO DE ORELLANA (EL COCA);07:00 - 17:00;2024;Abril;1299;;;33;;;;;;78%;;;77%;2,22936E+16;100158799;22,26%;22%;16;6;;73,41%
1939;5185300000;CENTRO DE SALUD A - EL COCA;-76,981097;-0,46685;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;22;ORELLANA;2201;ORELLANA;220150;PUERTO FRANCISCO DE ORELLANA (EL COCA);07:00 - 17:00;2024;Mayo;1470;;;18;;;;;;80%;;;75%;26607015;100158799;26,56%;21%;16;6;;73,41%
1940;5185300000;CENTRO DE SALUD A - EL COCA;-76,981097;-0,46685;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;22;ORELLANA;2201;ORELLANA;220150;PUERTO FRANCISCO DE ORELLANA (EL COCA);07:00 - 17:00;2024;Junio;1266;;;19;;;;;;84%;;;73%;34863522;100158799;34,81%;17%;16;6;;73,41%
1941;5185300000;CENTRO DE SALUD A - EL COCA;-76,981097;-0,46685;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;22;ORELLANA;2201;ORELLANA;220150;PUERTO FRANCISCO DE ORELLANA (EL COCA);07:00 - 17:00;2024;Julio;1077;;;24;;;;;;89%;;;77%;4,00584E+16;1,00159E+16;39,99%;30%;16;6;;73,41%
1942;5185300000;CENTRO DE SALUD A - EL COCA;-76,981097;-0,46685;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;22;ORELLANA;2201;ORELLANA;220150;PUERTO FRANCISCO DE ORELLANA (EL COCA);07:00 - 17:00;2024;Agosto;1149;;;18;;;;;;96%;;;75%;4,70329E+15;1,00159E+16;46,96%;35%;17;6;;73,41%
1943;5185300000;CENTRO DE SALUD A - EL COCA;-76,981097;-0,46685;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;22;ORELLANA;2201;ORELLANA;220150;PUERTO FRANCISCO DE ORELLANA (EL COCA);07:00 - 17:00;2024;Septiembre;1391;;;;;;;;;94%;;;68%;5,17306E+16;1,00159E+16;51,65%;23%;17;6;;73,41%
1944;5185300000;CENTRO DE SALUD A - EL COCA;-76,981097;-0,46685;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;22;ORELLANA;2201;ORELLANA;220150;PUERTO FRANCISCO DE ORELLANA (EL COCA);07:00 - 17:00;2024;Octubre;1357;;;6;;;;;;95%;;;71%;5,79441E+15;1,00159E+16;57,85%;31%;17;6;;73,41%
1945;5185300000;CENTRO DE SALUD A - EL COCA;-76,981097;-0,46685;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;22;ORELLANA;2201;ORELLANA;220150;PUERTO FRANCISCO DE ORELLANA (EL COCA);07:00 - 17:00;2024;Noviembre;900;;;;;;;;;97%;;;69%;6,26271E+15;9,27248E+15;67,54%;33%;17;6;;73,41%
